1.136400e+01 3.270210e+01
5.287899e-01  3.468880e-01
5.144416e-01  3.349507e-01
4.129330e-01  2.775802e-01
3.110659e-01  1.937316e-01
3.813986e-01  2.559236e-01
5.377482e-01  3.325154e-01
4.796163e-01  3.017691e-01
4.720342e-01  2.674426e-01
3.192027e-01  2.098900e-01
3.706146e-01  1.880877e-01
4.720342e-01  2.674426e-01
4.796163e-01  3.017691e-01
3.706146e-01  1.880877e-01
3.192027e-01  2.098900e-01
4.129330e-01  2.775802e-01
5.144416e-01  3.349507e-01
3.813986e-01  2.559236e-01
3.110659e-01  1.937316e-01
3.242450e-01  1.950326e-01
3.890824e-01  1.696212e-01
4.658117e-01  2.624689e-01
3.549726e-01  6.928318e-02
4.357377e-01  2.789910e-02
4.966245e-01  3.105302e-01
4.966245e-01  3.105302e-01
4.357377e-01  2.789910e-02
4.658117e-01  2.624689e-01
3.890824e-01  1.696212e-01
5.526912e-01  1.982256e-01
4.678701e-01  1.309174e-01
5.349367e-01  3.296222e-01
3.808223e-01  1.836764e-01
4.769981e-01  2.282637e-01
4.992170e-01  2.034430e-01
4.129426e-01  1.563178e-01
5.275799e-01  3.243703e-01
5.307561e-01  2.198957e-01
3.989033e-01  1.282128e-01
3.606047e-01  1.711482e-01
5.074465e-01  2.332615e-01
4.531997e-01  2.686440e-01
5.994183e-01  2.723518e-01
6.081539e-01  3.202009e-01
4.079105e-01  8.317546e-02
3.700671e-01  7.842585e-02
5.889890e-01  4.673440e-01
5.657381e-01  3.757825e-01
4.274671e-01  2.232965e-01
4.353770e-01  9.337582e-02
6.084401e-01  3.073719e-01
5.316260e-01  3.340033e-01
4.769981e-01  2.282637e-01
3.808223e-01  1.836764e-01
4.129426e-01  1.563178e-01
4.992170e-01  2.034430e-01
4.777049e-01  3.015665e-01
3.394505e-01  1.610754e-01
5.758271e-01  2.760384e-01
5.797337e-01  2.634454e-01
3.563565e-01  1.542452e-01
5.145840e-01  4.901717e-01
5.797355e-01  4.144760e-01
4.109997e-01  9.295809e-02
5.495222e-01  2.653754e-01
3.545492e-01  1.579818e-01
5.136271e-01  2.066476e-01
5.998746e-01  2.713195e-01
4.575451e-01  6.141777e-03
6.099805e-01  5.889848e-01
5.254328e-01  7.405189e-03
5.145840e-01  4.901717e-01
3.795351e-01  1.142244e-01
5.495222e-01  2.653754e-01
5.797355e-01  4.144760e-01
4.109997e-01  9.295809e-02
4.777049e-01  3.015665e-01
5.797337e-01  2.634454e-01
3.563565e-01  1.542452e-01
5.758271e-01  2.760384e-01
4.575451e-01  6.141777e-03
5.254328e-01  7.405189e-03
3.545492e-01  1.579818e-01
5.136271e-01  2.066476e-01
4.531997e-01  2.686440e-01
6.081539e-01  3.202009e-01
4.079105e-01  8.317546e-02
3.752136e-01  1.628491e-01
5.994183e-01  2.723518e-01
5.275799e-01  3.243703e-01
5.074465e-01  2.332615e-01
5.307561e-01  2.198957e-01
3.989033e-01  1.282128e-01
4.274671e-01  2.232965e-01
4.353770e-01  9.337582e-02
3.700671e-01  7.842585e-02
5.657381e-01  3.757825e-01
3.358751e-01  1.793455e-01
4.976017e-01  4.889791e-02
6.105828e-01  5.148657e-01
5.553538e-01  1.257217e-01
5.203588e-01  5.177874e-01
4.638212e-01  1.852245e-01
3.057279e-01  2.042882e-01
5.421230e-01  8.798344e-02
6.117663e-01  2.888377e-02
6.312067e-01  2.481685e-01
5.388920e-01  3.842217e-01
6.001798e-01  1.482725e-01
5.388920e-01  3.842217e-01
5.998628e-01  1.392686e-02
6.001798e-01  1.482725e-01
5.421230e-01  8.798344e-02
6.312067e-01  2.481685e-01
5.203588e-01  5.177874e-01
5.860711e-01  4.330823e-01
4.638212e-01  1.852245e-01
4.976017e-01  4.889791e-02
5.553538e-01  1.257217e-01
5.512001e-01  1.951195e-01
5.401281e-01  2.194092e-01
5.316260e-01  3.340033e-01
3.955158e-01  1.376917e-01
4.017080e-01  2.499948e-01
5.317073e-01  1.644873e-01
3.373094e-01  1.798844e-01
5.202814e-01  3.173985e-01
5.629048e-01  1.738369e-01
3.350591e-01  1.706132e-01
3.676278e-01  1.282286e-01
4.333070e-01  2.675497e-01
4.300340e-01  2.476363e-01
5.354295e-01  3.200685e-01
6.270904e-01  2.008729e-01
3.982414e-01  2.078913e-01
3.400817e-01  1.309891e-01
5.470731e-01  3.236538e-01
5.322764e-01  3.072901e-01
4.034056e-01  2.248601e-01
4.293052e-01  2.229259e-01
5.489935e-01  3.214547e-01
5.349367e-01  3.296222e-01
4.901086e-01  1.663000e-01
3.272587e-01  2.007557e-01
4.539296e-01  1.171021e-01
4.068568e-01  2.054755e-01
4.727321e-01  3.149863e-01
3.695139e-01  1.107321e-01
4.994409e-01  2.877188e-01
5.992356e-01  2.072067e-01
3.235011e-01  2.007346e-01
4.922827e-01  3.214391e-01
6.142728e-01  2.827922e-01
3.707207e-01  7.856956e-02
4.944911e-01  2.762080e-01
3.237288e-01  2.049633e-01
4.902063e-01  2.949121e-01
5.549321e-01  3.404281e-01
3.922265e-01  1.076669e-01
5.556828e-01  4.407911e-01
4.797268e-01  2.342438e-01
4.922827e-01  3.214391e-01
3.695139e-01  1.107321e-01
4.944911e-01  2.762080e-01
6.142728e-01  2.827922e-01
3.707207e-01  7.856956e-02
4.727321e-01  3.149863e-01
5.992356e-01  2.072067e-01
3.235011e-01  2.007346e-01
4.994409e-01  2.877188e-01
3.922265e-01  1.076669e-01
4.797268e-01  2.342438e-01
4.539296e-01  1.171021e-01
5.556828e-01  4.407911e-01
3.237288e-01  2.049633e-01
4.901086e-01  1.663000e-01
5.549321e-01  3.404281e-01
4.902063e-01  2.949121e-01
4.300340e-01  2.476363e-01
6.270904e-01  2.008729e-01
3.982414e-01  2.078913e-01
3.676278e-01  1.282286e-01
5.354295e-01  3.200685e-01
5.202814e-01  3.173985e-01
4.333070e-01  2.675497e-01
5.629048e-01  1.738369e-01
3.350591e-01  1.706132e-01
4.034056e-01  2.248601e-01
3.955158e-01  1.376917e-01
5.489935e-01  3.214547e-01
4.293052e-01  2.229259e-01
3.400817e-01  1.309891e-01
5.322764e-01  3.072901e-01
5.317073e-01  1.644873e-01
5.470731e-01  3.236538e-01
3.057279e-01  2.042882e-01
5.924680e-01  1.921106e-01
4.997637e-01  3.094768e-01
5.167698e-01  1.627874e-01
5.496265e-01  3.346039e-01
4.217987e-01  9.353122e-02
4.401096e-01  7.875138e-02
5.497844e-01  5.269749e-01
6.198577e-01  4.085763e-01
4.714239e-01  1.497516e-01
4.909222e-01  3.634854e-01
3.871462e-01  1.283850e-02
3.865865e-01  8.336505e-02
4.999696e-01  3.206056e-01
3.358751e-01  1.793455e-01
5.366403e-01  1.779557e-01
5.481823e-01  3.531815e-01
6.077342e-01  3.025388e-01
4.960811e-01  2.619373e-01
5.289142e-01  8.483978e-02
6.195701e-01  3.268480e-01
5.481158e-01  6.105373e-02
4.839159e-01  1.412177e-01
5.477729e-01  3.909926e-01
5.318175e-01  3.707201e-01
4.244351e-01  1.266099e-01
4.731828e-01  2.343086e-01
5.118154e-01  2.406353e-01
5.318175e-01  3.707201e-01
6.195701e-01  3.268480e-01
5.118154e-01  2.406353e-01
4.244351e-01  1.266099e-01
4.731828e-01  2.343086e-01
5.289142e-01  8.483978e-02
